,Date,NO2,NOX as NO2,PM10,PM2.5,Station ID,Day,Year,Week of Year,Month,Hour,Lufttryck reducerat havsytans nivå,Lufttemperatur,Nederbördsmängd,Relativ Luftfuktighet
0,2014-01-01 00:00:00,10.4,14.5,56.5,57.7,18644,Wednesday,2014,1,1,0,1015.7,2.9,0.0,92
1,2014-01-01 01:00:00,12.9,20.3,13.0,9.5,18644,Wednesday,2014,1,1,1,1015.9,2.8,0.0,93
2,2014-01-01 02:00:00,9.7,12.9,11.4,6.9,18644,Wednesday,2014,1,1,2,1015.4,3.2,0.0,94
3,2014-01-01 03:00:00,4.4,4.9,12.8,8.4,18644,Wednesday,2014,1,1,3,1015.2,3.6,0.0,93
4,2014-01-01 04:00:00,6.7,8.8,11.0,7.3,18644,Wednesday,2014,1,1,4,1014.8,3.0,0.0,92
5,2014-01-01 05:00:00,16.8,26.7,13.2,8.4,18644,Wednesday,2014,1,1,5,1014.6,2.7,0.0,93
6,2014-01-01 06:00:00,17.0,27.5,14.1,8.8,18644,Wednesday,2014,1,1,6,1014.6,2.7,0.0,92
7,2014-01-01 07:00:00,11.3,17.5,13.3,9.0,18644,Wednesday,2014,1,1,7,1014.9,2.7,0.0,91
8,2014-01-01 08:00:00,14.7,25.8,17.5,11.4,18644,Wednesday,2014,1,1,8,1014.9,3.0,0.0,89
9,2014-01-01 09:00:00,12.2,18.7,18.3,13.1,18644,Wednesday,2014,1,1,9,1014.9,3.1,0.0,87
10,2014-01-01 10:00:00,19.4,35.6,21.4,15.1,18644,Wednesday,2014,1,1,10,1014.8,3.2,0.0,86
11,2014-01-01 11:00:00,17.9,32.4,22.4,16.8,18644,Wednesday,2014,1,1,11,1014.6,3.1,0.0,85
12,2014-01-01 12:00:00,25.7,51.1,21.0,17.1,18644,Wednesday,2014,1,1,12,1014.6,2.8,0.0,84
13,2014-01-01 13:00:00,23.9,42.6,21.9,15.1,18644,Wednesday,2014,1,1,13,1014.4,3.0,0.0,84
14,2014-01-01 14:00:00,29.3,60.0,25.2,18.2,18644,Wednesday,2014,1,1,14,1014.3,2.6,0.0,83
15,2014-01-01 15:00:00,30.0,58.9,23.0,17.2,18644,Wednesday,2014,1,1,15,1014.1,2.6,0.0,84
16,2014-01-01 16:00:00,28.2,53.3,23.5,17.1,18644,Wednesday,2014,1,1,16,1014.0,2.7,0.0,83
17,2014-01-01 17:00:00,38.3,77.9,30.8,23.7,18644,Wednesday,2014,1,1,17,1013.5,2.8,0.0,88
18,2014-01-01 18:00:00,40.2,85.5,28.2,21.8,18644,Wednesday,2014,1,1,18,1013.1,2.7,0.0,96
19,2014-01-01 19:00:00,36.1,77.4,29.9,20.2,18644,Wednesday,2014,1,1,19,1012.8,3.6,0.0,97
20,2014-01-01 20:00:00,23.4,50.0,27.9,17.3,18644,Wednesday,2014,1,1,20,1012.5,3.8,0.0,96
21,2014-01-01 21:00:00,22.4,47.4,33.8,21.9,18644,Wednesday,2014,1,1,21,1012.5,3.9,0.0,96
22,2014-01-01 22:00:00,12.3,21.1,29.9,18.6,18644,Wednesday,2014,1,1,22,1012.7,3.8,0.0,93
23,2014-01-01 23:00:00,9.9,14.3,23.3,13.7,18644,Wednesday,2014,1,1,23,1012.7,3.9,0.0,90
24,2014-01-02 00:00:00,12.5,21.5,28.5,19.9,18644,Thursday,2014,1,1,0,1012.2,3.9,0.0,91
25,2014-01-02 01:00:00,11.7,19.2,30.2,,18644,Thursday,2014,1,1,1,1012.2,4.0,0.0,90
26,2014-01-02 02:00:00,9.7,21.9,29.6,23.6,18644,Thursday,2014,1,1,2,1011.8,4.0,0.0,92
27,2014-01-02 03:00:00,12.1,22.2,34.6,25.2,18644,Thursday,2014,1,1,3,1011.8,4.0,0.0,93
28,2014-01-02 04:00:00,14.9,31.3,33.9,27.3,18644,Thursday,2014,1,1,4,1011.8,3.8,0.0,96
29,2014-01-02 05:00:00,29.5,76.0,44.6,27.9,18644,Thursday,2014,1,1,5,1011.5,3.9,0.0,96
30,2014-01-02 06:00:00,44.7,133.0,45.7,25.4,18644,Thursday,2014,1,1,6,1011.2,4.1,0.0,92
31,2014-01-02 07:00:00,47.0,140.6,41.2,29.6,18644,Thursday,2014,1,1,7,1011.1,4.4,0.0,91
32,2014-01-02 08:00:00,40.3,107.3,38.4,27.0,18644,Thursday,2014,1,1,8,1011.1,4.1,0.0,91
33,2014-01-02 09:00:00,51.0,142.4,27.5,18.4,18644,Thursday,2014,1,1,9,1011.0,4.1,0.0,79
34,2014-01-02 10:00:00,40.0,108.4,56.7,21.1,18644,Thursday,2014,1,1,10,1011.0,3.8,0.0,77
35,2014-01-02 11:00:00,37.0,96.7,76.9,24.6,18644,Thursday,2014,1,1,11,1011.0,3.8,0.0,78
36,2014-01-02 12:00:00,40.5,105.1,78.9,26.0,18644,Thursday,2014,1,1,12,1010.7,3.9,0.0,80
37,2014-01-02 13:00:00,40.3,103.2,72.2,24.6,18644,Thursday,2014,1,1,13,1010.3,4.1,0.0,77
38,2014-01-02 14:00:00,42.5,109.6,96.2,24.9,18644,Thursday,2014,1,1,14,1010.3,4.0,0.0,75
39,2014-01-02 15:00:00,52.3,136.5,104.4,22.4,18644,Thursday,2014,1,1,15,1010.1,4.2,0.0,76
40,2014-01-02 16:00:00,49.3,109.9,86.2,15.6,18644,Thursday,2014,1,1,16,1009.9,4.3,0.0,75
41,2014-01-02 17:00:00,44.4,104.4,74.3,18.0,18644,Thursday,2014,1,1,17,1009.7,4.3,0.0,81
42,2014-01-02 18:00:00,39.9,92.1,54.0,16.0,18644,Thursday,2014,1,1,18,1009.5,4.1,0.0,82
43,2014-01-02 19:00:00,32.0,72.7,40.0,17.8,18644,Thursday,2014,1,1,19,1009.6,3.7,0.0,82
44,2014-01-02 20:00:00,25.4,54.9,45.9,17.4,18644,Thursday,2014,1,1,20,1009.2,3.8,0.0,80
45,2014-01-02 21:00:00,25.4,57.5,46.1,17.2,18644,Thursday,2014,1,1,21,1009.3,4.1,0.0,79
46,2014-01-02 22:00:00,21.0,47.9,29.0,16.8,18644,Thursday,2014,1,1,22,1009.2,4.1,0.0,83
47,2014-01-02 23:00:00,15.3,27.9,25.6,,18644,Thursday,2014,1,1,23,1009.0,4.2,0.0,82
48,2014-01-03 00:00:00,13.9,25.6,27.5,20.5,18644,Friday,2014,1,1,0,1008.7,4.3,0.0,83
49,2014-01-03 01:00:00,15.3,32.8,27.7,18.7,18644,Friday,2014,1,1,1,1008.3,4.4,0.0,84
50,2014-01-03 02:00:00,12.3,22.7,28.6,21.0,18644,Friday,2014,1,1,2,1008.0,4.4,0.0,84
51,2014-01-03 03:00:00,12.9,26.8,30.3,23.2,18644,Friday,2014,1,1,3,1007.6,4.3,0.1,84
52,2014-01-03 04:00:00,15.3,37.5,28.5,20.1,18644,Friday,2014,1,1,4,1007.4,3.7,0.7,93
53,2014-01-03 05:00:00,24.8,64.9,38.0,15.7,18644,Friday,2014,1,1,5,1007.3,3.4,0.8,94
54,2014-01-03 06:00:00,38.3,103.3,36.5,12.2,18644,Friday,2014,1,1,6,1007.2,3.6,0.5,95
55,2014-01-03 07:00:00,42.1,112.6,37.1,13.2,18644,Friday,2014,1,1,7,1007.3,3.7,0.4,94
56,2014-01-03 08:00:00,42.8,118.4,37.2,14.5,18644,Friday,2014,1,1,8,1007.5,3.7,0.1,95
57,2014-01-03 09:00:00,42.2,120.7,35.0,18.9,18644,Friday,2014,1,1,9,1007.4,3.8,0.0,94
58,2014-01-03 10:00:00,40.8,112.3,35.7,21.5,18644,Friday,2014,1,1,10,1007.4,3.9,0.0,94
59,2014-01-03 11:00:00,44.4,139.3,39.9,27.6,18644,Friday,2014,1,1,11,1007.1,4.2,0.0,95
60,2014-01-03 12:00:00,39.5,123.3,42.0,32.2,18644,Friday,2014,1,1,12,1006.8,4.2,0.0,95
61,2014-01-03 13:00:00,40.7,131.8,47.8,38.0,18644,Friday,2014,1,1,13,1006.6,4.1,0.0,97
62,2014-01-03 14:00:00,41.3,144.1,51.0,40.9,18644,Friday,2014,1,1,14,1006.7,4.2,0.0,98
63,2014-01-03 15:00:00,37.2,107.8,50.5,37.3,18644,Friday,2014,1,1,15,1006.2,4.3,0.0,99
64,2014-01-03 16:00:00,36.6,106.6,43.9,33.0,18644,Friday,2014,1,1,16,1006.0,4.4,0.0,99
65,2014-01-03 17:00:00,34.7,95.2,36.2,26.7,18644,Friday,2014,1,1,17,1005.8,4.5,0.2,99
66,2014-01-03 18:00:00,28.9,82.8,27.0,19.2,18644,Friday,2014,1,1,18,1005.7,4.6,0.0,99
67,2014-01-03 19:00:00,25.0,70.4,24.6,19.1,18644,Friday,2014,1,1,19,1005.2,4.8,0.0,99
68,2014-01-03 20:00:00,22.4,52.7,21.3,14.8,18644,Friday,2014,1,1,20,1005.3,4.6,0.0,97
69,2014-01-03 21:00:00,26.4,57.3,12.2,6.7,18644,Friday,2014,1,1,21,1005.1,4.8,0.0,91
70,2014-01-03 22:00:00,31.0,55.7,10.8,0.9,18644,Friday,2014,1,1,22,1004.2,4.9,0.0,87
71,2014-01-03 23:00:00,18.9,33.3,14.7,5.9,18644,Friday,2014,1,1,23,1003.6,4.8,0.0,93
72,2014-01-04 00:00:00,14.3,26.4,13.2,5.0,18644,Saturday,2014,1,1,0,1003.0,4.5,0.0,96
73,2014-01-04 01:00:00,12.9,21.7,13.8,6.8,18644,Saturday,2014,1,1,1,1002.3,4.5,0.0,97
74,2014-01-04 02:00:00,9.8,16.1,25.7,16.9,18644,Saturday,2014,1,1,2,1002.0,4.9,0.5,95
75,2014-01-04 03:00:00,10.3,16.5,20.5,13.9,18644,Saturday,2014,1,1,3,1001.2,4.7,0.8,97
76,2014-01-04 04:00:00,10.7,16.1,10.3,5.9,18644,Saturday,2014,1,1,4,1000.3,4.7,0.1,97
77,2014-01-04 05:00:00,11.6,22.3,13.5,4.5,18644,Saturday,2014,1,1,5,999.9,4.7,0.0,97
78,2014-01-04 06:00:00,16.2,35.8,21.2,10.4,18644,Saturday,2014,1,1,6,999.4,4.9,0.1,98
79,2014-01-04 07:00:00,19.2,45.0,17.9,9.2,18644,Saturday,2014,1,1,7,999.0,5.0,0.3,98
80,2014-01-04 08:00:00,23.1,53.5,12.8,5.1,18644,Saturday,2014,1,1,8,998.5,4.9,1.0,98
81,2014-01-04 09:00:00,31.5,73.7,21.8,6.4,18644,Saturday,2014,1,1,9,998.2,5.2,0.0,98
82,2014-01-04 10:00:00,29.2,65.5,17.0,7.2,18644,Saturday,2014,1,1,10,998.3,5.2,0.1,99
83,2014-01-04 11:00:00,21.5,50.7,7.6,0.0,18644,Saturday,2014,1,1,11,998.7,4.7,0.8,96
84,2014-01-04 12:00:00,26.4,53.0,10.5,-2.9,18644,Saturday,2014,1,1,12,999.3,4.4,0.4,97
85,2014-01-04 13:00:00,27.7,50.8,10.8,0.4,18644,Saturday,2014,1,1,13,999.9,4.7,0.0,98
86,2014-01-04 14:00:00,27.0,49.4,8.0,-0.4,18644,Saturday,2014,1,1,14,1000.3,5.0,0.0,96
87,2014-01-04 15:00:00,29.9,47.1,7.4,-0.2,18644,Saturday,2014,1,1,15,1001.0,5.0,0.0,95
88,2014-01-04 16:00:00,23.1,32.5,6.2,-0.1,18644,Saturday,2014,1,1,16,1001.7,5.2,0.0,94
89,2014-01-04 17:00:00,22.0,31.7,6.9,1.8,18644,Saturday,2014,1,1,17,1002.1,5.1,0.0,95
90,2014-01-04 18:00:00,18.7,25.0,7.2,3.3,18644,Saturday,2014,1,1,18,1002.8,5.1,0.0,94
91,2014-01-04 19:00:00,19.6,28.7,9.4,2.6,18644,Saturday,2014,1,1,19,1003.2,5.1,0.0,94
92,2014-01-04 20:00:00,17.4,23.1,12.0,2.7,18644,Saturday,2014,1,1,20,1004.0,5.2,0.0,94
93,2014-01-04 21:00:00,17.3,61.9,14.2,1.9,18644,Saturday,2014,1,1,21,1004.8,5.1,0.0,93
94,2014-01-04 22:00:00,12.0,34.6,10.3,2.3,18644,Saturday,2014,1,1,22,1005.3,4.9,0.0,93
95,2014-01-04 23:00:00,9.7,10.4,6.9,2.7,18644,Saturday,2014,1,1,23,1005.7,4.4,0.0,94
96,2014-01-05 00:00:00,12.6,12.5,9.0,2.6,18644,Sunday,2014,1,1,0,1006.1,4.2,0.0,95
97,2014-01-05 01:00:00,9.7,10.8,10.5,5.7,18644,Sunday,2014,1,1,1,1006.8,3.3,0.0,96
98,2014-01-05 02:00:00,9.4,10.2,8.2,3.2,18644,Sunday,2014,1,1,2,1006.6,2.8,0.0,97
99,2014-01-05 03:00:00,11.1,11.5,7.3,0.7,18644,Sunday,2014,1,1,3,1006.6,2.4,0.0,98
100,2014-01-05 04:00:00,11.0,12.0,7.3,1.7,18644,Sunday,2014,1,1,4,1006.6,2.1,0.0,98
101,2014-01-05 05:00:00,10.5,13.6,4.8,-1.2,18644,Sunday,2014,1,1,5,1006.6,2.3,0.0,98
102,2014-01-05 06:00:00,21.1,39.2,5.3,-0.5,18644,Sunday,2014,1,1,6,1007.1,1.8,0.0,98
103,2014-01-05 07:00:00,18.6,31.1,2.7,-1.3,18644,Sunday,2014,1,1,7,1007.4,2.0,0.0,100
104,2014-01-05 08:00:00,24.4,42.9,4.6,1.3,18644,Sunday,2014,1,1,8,1007.6,2.3,0.0,100
105,2014-01-05 09:00:00,30.1,50.2,8.1,2.3,18644,Sunday,2014,1,1,9,1007.6,2.7,0.0,100
106,2014-01-05 10:00:00,37.9,70.2,10.5,2.3,18644,Sunday,2014,1,1,10,1007.3,2.9,0.0,100
107,2014-01-05 11:00:00,25.4,52.2,10.1,1.4,18644,Sunday,2014,1,1,11,1007.2,3.2,0.0,100
108,2014-01-05 12:00:00,15.7,30.6,8.7,2.5,18644,Sunday,2014,1,1,12,1007.2,2.6,0.0,100
109,2014-01-05 13:00:00,20.5,40.8,4.5,2.5,18644,Sunday,2014,1,1,13,1007.4,2.5,0.0,100
110,2014-01-05 14:00:00,28.8,54.4,6.0,3.6,18644,Sunday,2014,1,1,14,1007.4,2.8,0.0,100
111,2014-01-05 15:00:00,23.2,43.9,11.9,3.5,18644,Sunday,2014,1,1,15,1007.1,3.4,0.0,100
112,2014-01-05 16:00:00,30.0,54.3,15.1,1.0,18644,Sunday,2014,1,1,16,1006.8,3.5,0.0,100
113,2014-01-05 17:00:00,20.7,35.8,19.1,4.9,18644,Sunday,2014,1,1,17,1006.5,3.9,0.0,97
114,2014-01-05 18:00:00,25.2,41.9,19.3,5.6,18644,Sunday,2014,1,1,18,1006.5,4.1,0.0,95
115,2014-01-05 19:00:00,21.3,35.9,17.5,3.5,18644,Sunday,2014,1,1,19,1006.3,3.7,0.0,97
116,2014-01-05 20:00:00,14.0,23.1,17.7,6.5,18644,Sunday,2014,1,1,20,1005.8,3.8,0.0,91
117,2014-01-05 21:00:00,5.2,9.2,18.4,10.1,18644,Sunday,2014,1,1,21,1005.1,3.5,0.0,93
118,2014-01-05 22:00:00,4.4,5.5,17.1,7.0,18644,Sunday,2014,1,1,22,1004.9,3.5,1.2,97
119,2014-01-05 23:00:00,1.8,1.9,14.8,5.5,18644,Sunday,2014,1,1,23,1004.7,3.6,0.8,99
120,2014-01-06 00:00:00,2.6,2.6,5.5,1.8,18644,Monday,2014,2,1,0,1004.3,3.7,0.2,99
121,2014-01-06 01:00:00,3.4,4.3,3.3,1.2,18644,Monday,2014,2,1,1,1004.2,3.7,0.1,99
122,2014-01-06 02:00:00,7.9,14.7,2.8,-1.6,18644,Monday,2014,2,1,2,1004.1,3.7,0.0,99
123,2014-01-06 03:00:00,4.1,5.9,5.0,1.6,18644,Monday,2014,2,1,3,1004.3,3.6,0.0,99
124,2014-01-06 04:00:00,3.7,5.0,4.2,3.6,18644,Monday,2014,2,1,4,1004.2,3.8,0.0,99
125,2014-01-06 05:00:00,1.7,2.1,5.1,0.2,18644,Monday,2014,2,1,5,1003.8,3.8,0.0,100
126,2014-01-06 06:00:00,22.1,46.7,11.9,6.1,18644,Monday,2014,2,1,6,1004.8,4.1,0.0,100
127,2014-01-06 07:00:00,31.6,65.6,12.9,5.0,18644,Monday,2014,2,1,7,1004.7,4.2,0.0,100
128,2014-01-06 08:00:00,24.9,44.4,8.0,2.8,18644,Monday,2014,2,1,8,1004.7,4.1,0.0,100
129,2014-01-06 09:00:00,30.1,67.0,7.4,0.0,18644,Monday,2014,2,1,9,1005.0,4.1,0.0,100
130,2014-01-06 10:00:00,23.1,55.4,7.6,2.4,18644,Monday,2014,2,1,10,1005.9,3.4,0.0,100
131,2014-01-06 11:00:00,18.0,40.5,5.9,1.4,18644,Monday,2014,2,1,11,1005.8,3.5,0.0,99
132,2014-01-06 12:00:00,23.7,55.4,7.5,1.4,18644,Monday,2014,2,1,12,1005.3,3.5,0.0,95
133,2014-01-06 13:00:00,31.3,68.4,18.6,2.2,18644,Monday,2014,2,1,13,1005.2,4.0,0.0,95
134,2014-01-06 14:00:00,43.5,99.2,26.4,3.3,18644,Monday,2014,2,1,14,1004.9,3.7,0.0,93
135,2014-01-06 15:00:00,33.9,69.5,31.2,9.1,18644,Monday,2014,2,1,15,1004.8,3.3,0.0,92
136,2014-01-06 16:00:00,30.6,57.1,31.8,2.8,18644,Monday,2014,2,1,16,1003.3,3.8,0.0,91
137,2014-01-06 17:00:00,39.7,84.6,31.5,4.4,18644,Monday,2014,2,1,17,1002.7,4.4,0.0,89
138,2014-01-06 18:00:00,24.3,45.5,14.3,3.0,18644,Monday,2014,2,1,18,1002.1,4.5,0.7,92
139,2014-01-06 19:00:00,22.1,49.2,17.7,2.2,18644,Monday,2014,2,1,19,1002.0,4.4,0.6,94
140,2014-01-06 20:00:00,12.5,24.0,11.5,0.5,18644,Monday,2014,2,1,20,1001.8,4.4,0.0,95
141,2014-01-06 21:00:00,7.9,11.6,8.6,1.8,18644,Monday,2014,2,1,21,1002.0,4.6,0.0,94
142,2014-01-06 22:00:00,10.7,18.7,5.2,-1.6,18644,Monday,2014,2,1,22,1001.7,4.6,0.0,94
143,2014-01-06 23:00:00,14.8,30.4,5.0,-0.8,18644,Monday,2014,2,1,23,1001.9,4.7,0.0,94
144,2014-01-07 00:00:00,6.7,8.7,3.9,0.6,18644,Tuesday,2014,2,1,0,1001.7,4.7,0.2,96
145,2014-01-07 01:00:00,6.1,7.7,4.0,-2.3,18644,Tuesday,2014,2,1,1,1001.7,4.9,0.0,96
146,2014-01-07 02:00:00,5.5,6.7,2.9,-1.5,18644,Tuesday,2014,2,1,2,1001.9,5.0,0.0,96
147,2014-01-07 03:00:00,4.4,5.8,2.7,0.5,18644,Tuesday,2014,2,1,3,1001.7,5.1,0.0,97
148,2014-01-07 04:00:00,8.8,16.7,3.2,1.3,18644,Tuesday,2014,2,1,4,1000.9,5.2,0.0,98
149,2014-01-07 05:00:00,20.5,44.2,10.6,1.4,18644,Tuesday,2014,2,1,5,1000.8,5.3,0.0,98
150,2014-01-07 06:00:00,50.9,168.6,17.8,6.2,18644,Tuesday,2014,2,1,6,1000.5,5.7,0.8,98
151,2014-01-07 07:00:00,46.5,109.8,13.5,4.6,18644,Tuesday,2014,2,1,7,1000.2,5.7,0.0,98
152,2014-01-07 08:00:00,51.8,175.6,14.6,7.0,18644,Tuesday,2014,2,1,8,1000.0,5.6,0.0,99
153,2014-01-07 09:00:00,33.3,77.7,6.7,3.2,18644,Tuesday,2014,2,1,9,999.9,5.6,0.1,99
154,2014-01-07 10:00:00,34.2,82.5,9.8,1.6,18644,Tuesday,2014,2,1,10,999.8,5.7,0.9,99
155,2014-01-07 11:00:00,53.9,199.9,38.6,1.0,18644,Tuesday,2014,2,1,11,999.6,5.6,0.2,99
156,2014-01-07 12:00:00,60.6,243.3,28.3,2.5,18644,Tuesday,2014,2,1,12,999.7,5.9,0.0,99
157,2014-01-07 13:00:00,48.2,162.1,12.6,-0.6,18644,Tuesday,2014,2,1,13,1000.0,6.3,0.0,99
158,2014-01-07 14:00:00,37.0,96.2,9.3,1.5,18644,Tuesday,2014,2,1,14,1000.1,6.5,0.0,98
159,2014-01-07 15:00:00,36.8,76.7,10.2,2.3,18644,Tuesday,2014,2,1,15,1000.7,6.8,0.0,96
160,2014-01-07 16:00:00,38.4,77.8,9.8,2.0,18644,Tuesday,2014,2,1,16,1000.9,7.1,0.0,95
161,2014-01-07 17:00:00,29.5,43.2,9.2,2.1,18644,Tuesday,2014,2,1,17,1001.1,6.9,0.0,95
162,2014-01-07 18:00:00,28.9,51.4,12.2,1.9,18644,Tuesday,2014,2,1,18,1001.4,7.0,0.0,94
163,2014-01-07 19:00:00,17.1,25.2,12.8,2.9,18644,Tuesday,2014,2,1,19,1001.6,6.5,0.0,95
164,2014-01-07 20:00:00,15.9,25.7,12.8,0.8,18644,Tuesday,2014,2,1,20,1002.0,6.4,0.0,94
165,2014-01-07 21:00:00,10.2,15.5,10.4,0.2,18644,Tuesday,2014,2,1,21,1002.0,6.2,0.0,93
166,2014-01-07 22:00:00,9.0,11.8,15.5,5.1,18644,Tuesday,2014,2,1,22,1001.7,6.0,0.0,93
167,2014-01-07 23:00:00,7.0,9.7,13.9,3.3,18644,Tuesday,2014,2,1,23,1001.0,6.3,0.0,93
168,2014-01-08 00:00:00,5.6,7.6,13.4,3.7,18644,Wednesday,2014,2,1,0,1000.6,6.4,0.1,93
169,2014-01-08 01:00:00,5.3,6.6,10.9,5.7,18644,Wednesday,2014,2,1,1,1000.3,6.3,0.7,96
170,2014-01-08 02:00:00,5.9,9.2,9.8,4.1,18644,Wednesday,2014,2,1,2,999.8,6.3,1.0,98
171,2014-01-08 03:00:00,5.1,6.6,3.3,-0.3,18644,Wednesday,2014,2,1,3,999.2,6.3,1.1,97
172,2014-01-08 04:00:00,13.9,20.8,3.4,-2.5,18644,Wednesday,2014,2,1,4,998.8,6.0,0.7,98
173,2014-01-08 05:00:00,20.2,45.5,3.5,,18644,Wednesday,2014,2,1,5,999.0,5.5,0.5,94
174,2014-01-08 06:00:00,50.0,156.6,12.9,-1.8,18644,Wednesday,2014,2,1,6,999.4,5.1,0.9,97
175,2014-01-08 07:00:00,51.6,169.4,8.5,-0.4,18644,Wednesday,2014,2,1,7,999.8,5.4,0.1,97
176,2014-01-08 08:00:00,56.1,196.7,11.0,3.6,18644,Wednesday,2014,2,1,8,1000.6,5.5,0.0,96
177,2014-01-08 09:00:00,46.3,108.7,8.5,2.5,18644,Wednesday,2014,2,1,9,1000.6,5.7,0.0,93
178,2014-01-08 10:00:00,36.3,64.1,9.6,2.3,18644,Wednesday,2014,2,1,10,1000.8,6.0,0.1,92
179,2014-01-08 11:00:00,28.6,53.9,27.7,1.9,18644,Wednesday,2014,2,1,11,1000.4,6.2,0.0,93
180,2014-01-08 12:00:00,36.7,74.1,31.3,1.9,18644,Wednesday,2014,2,1,12,1000.1,6.3,0.0,91
181,2014-01-08 13:00:00,38.6,78.7,35.1,2.9,18644,Wednesday,2014,2,1,13,1000.0,6.6,0.0,91
182,2014-01-08 14:00:00,31.3,57.4,27.1,3.2,18644,Wednesday,2014,2,1,14,999.7,6.4,0.0,92
183,2014-01-08 15:00:00,33.5,55.9,24.3,,18644,Wednesday,2014,2,1,15,999.3,6.4,0.0,92
184,2014-01-08 16:00:00,31.5,46.9,24.8,0.7,18644,Wednesday,2014,2,1,16,998.9,6.4,0.0,93
185,2014-01-08 17:00:00,41.0,82.6,30.2,3.3,18644,Wednesday,2014,2,1,17,998.8,6.5,0.1,92
186,2014-01-08 18:00:00,37.7,70.2,23.5,1.7,18644,Wednesday,2014,2,1,18,998.9,6.2,0.1,97
187,2014-01-08 19:00:00,29.8,56.0,13.9,1.1,18644,Wednesday,2014,2,1,19,999.2,6.0,0.1,97
188,2014-01-08 20:00:00,29.9,59.3,12.3,2.1,18644,Wednesday,2014,2,1,20,999.3,6.1,0.2,98
189,2014-01-08 21:00:00,22.5,35.6,9.0,2.2,18644,Wednesday,2014,2,1,21,999.5,6.2,0.0,98
190,2014-01-08 22:00:00,11.5,15.8,10.2,3.0,18644,Wednesday,2014,2,1,22,999.5,6.2,0.0,99
191,2014-01-08 23:00:00,9.0,14.1,10.0,1.0,18644,Wednesday,2014,2,1,23,999.5,6.2,0.0,98
192,2014-01-09 00:00:00,5.6,8.1,7.9,1.3,18644,Thursday,2014,2,1,0,999.7,6.2,0.0,96
193,2014-01-09 01:00:00,5.3,8.7,7.7,1.5,18644,Thursday,2014,2,1,1,999.9,6.2,0.0,96
194,2014-01-09 02:00:00,6.5,9.0,7.2,0.6,18644,Thursday,2014,2,1,2,1000.0,6.0,0.0,97
195,2014-01-09 03:00:00,6.4,9.7,9.3,1.3,18644,Thursday,2014,2,1,3,999.8,6.1,0.0,97
196,2014-01-09 04:00:00,13.2,23.3,11.5,2.9,18644,Thursday,2014,2,1,4,999.8,5.9,0.0,96
197,2014-01-09 05:00:00,28.3,52.6,13.1,3.8,18644,Thursday,2014,2,1,5,999.9,5.9,0.0,95
198,2014-01-09 06:00:00,46.2,111.2,12.6,4.2,18644,Thursday,2014,2,1,6,1000.2,5.9,0.0,95
199,2014-01-09 07:00:00,58.2,152.0,14.3,2.8,18644,Thursday,2014,2,1,7,1000.0,6.1,0.0,89
200,2014-01-09 08:00:00,55.0,163.3,31.4,1.4,18644,Thursday,2014,2,1,8,1000.1,6.0,0.0,86
201,2014-01-09 09:00:00,57.2,140.8,48.3,5.2,18644,Thursday,2014,2,1,9,999.8,6.1,0.0,87
202,2014-01-09 10:00:00,52.1,132.0,52.9,6.1,18644,Thursday,2014,2,1,10,999.8,6.3,0.0,85
203,2014-01-09 11:00:00,53.0,124.8,58.3,4.8,18644,Thursday,2014,2,1,11,999.5,6.3,0.0,87
204,2014-01-09 12:00:00,43.8,85.0,47.7,5.4,18644,Thursday,2014,2,1,12,998.6,6.4,0.0,86
205,2014-01-09 13:00:00,47.4,83.2,55.6,5.8,18644,Thursday,2014,2,1,13,998.0,6.3,0.0,87
206,2014-01-09 14:00:00,51.4,102.2,69.4,8.0,18644,Thursday,2014,2,1,14,997.2,6.1,0.0,88
207,2014-01-09 15:00:00,61.2,145.6,82.2,9.2,18644,Thursday,2014,2,1,15,996.1,5.8,0.0,91
208,2014-01-09 16:00:00,55.5,132.9,38.4,4.0,18644,Thursday,2014,2,1,16,994.9,5.2,0.0,95
209,2014-01-09 17:00:00,53.6,146.3,14.7,6.7,18644,Thursday,2014,2,1,17,993.5,5.3,0.0,96
210,2014-01-09 18:00:00,44.3,84.9,17.1,5.5,18644,Thursday,2014,2,1,18,992.5,4.8,0.0,98
211,2014-01-09 19:00:00,35.4,75.3,14.2,7.4,18644,Thursday,2014,2,1,19,991.0,4.6,1.1,98
212,2014-01-09 20:00:00,22.2,38.0,11.8,5.8,18644,Thursday,2014,2,1,20,989.6,4.5,1.5,99
213,2014-01-09 21:00:00,37.9,75.4,17.2,2.0,18644,Thursday,2014,2,1,21,988.3,3.0,2.1,95
214,2014-01-09 22:00:00,12.3,21.2,-0.2,,18644,Thursday,2014,2,1,22,987.1,1.4,2.2,98
215,2014-01-09 23:00:00,8.0,13.3,-1.8,-2.5,18644,Thursday,2014,2,1,23,985.7,0.6,1.5,100
216,2014-01-10 00:00:00,6.6,7.3,0.6,-1.3,18644,Friday,2014,2,1,0,984.5,0.4,0.7,100
217,2014-01-10 01:00:00,4.5,5.0,-0.5,-1.7,18644,Friday,2014,2,1,1,983.6,0.4,0.7,100
218,2014-01-10 02:00:00,8.0,9.8,1.6,0.1,18644,Friday,2014,2,1,2,983.0,0.5,0.9,100
219,2014-01-10 03:00:00,9.1,19.5,-0.2,-1.6,18644,Friday,2014,2,1,3,982.8,0.3,0.7,100
220,2014-01-10 04:00:00,9.2,21.0,1.3,-2.5,18644,Friday,2014,2,1,4,983.1,0.4,0.3,100
